"locator_domain","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","hours_of_operation"
"http://www.finishmaster.com","230 Fresno, CA","1425 N. First Street","Fresno","CA","93703","US","<MISSING>","559-268-6421","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","36.761928","-119.772592","Mon-Fri: 8:00am - 5:00pm Sat: Open"
"http://www.finishmaster.com","232 Ukiah, CA","2651 N. State Street","Ukiah","CA","95482","US","<MISSING>","707-485-7120","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.184341","-123.209038","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","233 San Jose, CA","1660 Monterey Road","San Jose","CA","95112","US","<MISSING>","408-295-4600","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","37.311801","-121.869177","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 12:00pm"
"http://www.finishmaster.com","234 Chico, CA","31 Wrex Ct.","Chico","CA","95928","US","<MISSING>","530-894-5539","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.712717","-121.818552","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","235 Sacramento, CA","1427 North Market Blvd.Suite 2","Sacramento","CA","95834","US","<MISSING>","916-452-5738","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.568253","-121.465151","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","236 Stockton, CA","27 S. Grant Street","Stockton","CA","95202","US","<MISSING>","209-466-6934","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","37.953741","-121.280694","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 12:00pm"
"http://www.finishmaster.com","237 Fairfield, CA","4885 Fulton Dr. Suite A","Fairfield","CA","94534","US","<MISSING>","707-425-0286","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.2071106","-122.139578","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","239 Aurora, CO","1472 Ironton St","Aurora","CO","80010","US","<MISSING>","303-364-3333","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.73952","-104.863473","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","242 Colorado Springs, CO","335 Juanita St.","Colorado Springs","CO","80909","US","<MISSING>","719-473-3171","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.836318","-104.774575","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","243 Westminster, CO","3031 West 74th Ave.","Westminster","CO","80030","US","<MISSING>","303-427-1777","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.830904","-105.025568","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","244 Fort Collins, CO","301 Commerce Dr.","Fort Collins","CO","80524","US","<MISSING>","970-221-3361","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","40.585998","-105.046712","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","246 Phoenix, AZ","3033 N. 35th Avenue, #A-2","Phoenix","AZ","85017","US","<MISSING>","602-455-0090","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.48197","-112.134276","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 12:00pm"
"http://www.finishmaster.com","247 Mesa, AZ","318 S. Dobson Rd #111","Mesa","AZ","85202","US","<MISSING>","480-969-0445","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.406976","-111.874482","Mon-Fri: 8:00am - 5:00pm Sat:  Closed"
"http://www.finishmaster.com","248 Tucson, AZ","2332 N. Stone Ave.","Tucson","AZ","85705","US","<MISSING>","520-882-8288","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","32.249586","-110.971914","Mon-Fri: 8:00am - 5:00pm Sat: 9:00am - 12:00pm"
"http://www.finishmaster.com","249 Garden Grove, CA","13772 Harbor Blvd.","Garden Grove","CA","92843","US","<MISSING>","714-554-6700","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.762964","-117.920234","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 12:00pm"
"http://www.finishmaster.com","250 Fridley, MN","104 Osborne Road","Fridley","MN","55432","US","<MISSING>","763-572-1123","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","45.104383","-93.270753","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","252 St. Cloud, MN","2803 Clearwater Road","St. Cloud","MN","56301","US","<MISSING>","320-656-9811","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","45.524362","-94.159344","Mon-Fri: 7:30am - 4:30pm Sat: Closed"
"http://www.finishmaster.com","253 Duluth, MN","4418 Grand Ave.","Duluth","MN","55807","US","<MISSING>","218-628-3732","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","46.747623","-92.156988","Mon-Fri: 7:30am - 4:30pm Sat: Closed"
"http://www.finishmaster.com","262 Chattanooga, TN","6234 Perimeter Dr.  Unit G104","Chattanooga","TN","37416","US","<MISSING>","423-822-5980","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","35.028214","-85.182644","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","263 Atlanta, GA","6325 Regency Parkway","Norcross","GA","30071","US","<MISSING>","770-441-2668","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.929759","-84.222586","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","265 Huntsville, AL","1795 Sportsman Lane","Huntsville","AL","35816","US","<MISSING>","256-539-1669","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.744833","-86.633103","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","268 Memphis, TN","7585 A.E. Beaty Dr., Suite 110","Bartlett","TN","38133","US","<MISSING>","901-937-0565","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","35.207333","-89.809042","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","270 Oklahoma City, OK","4116 Will Rogers Parkway # 400","Oklahoma City","OK","73108","US","<MISSING>","405-235-9800","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","35.475137","-97.519903","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","272 Las Vegas, NV","3140 Venture Drive","Las Vegas","NV","89101","US","<MISSING>","702-457-8882","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","36.159886","-115.104677","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 12:00pm"
"http://www.finishmaster.com","275 Toledo, OH","1808 Adams Street","Toledo","OH","43604","US","<MISSING>","419-241-4111","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","41.658477","-83.546211","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","276 Napoleon, OH","517 East Riverview Ave","Napoleon","OH","43545","US","<MISSING>","419-592-2916","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","41.39811","-84.115168","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","277 Gilroy, CA","8480 Church Street","Gilroy","CA","95020","US","<MISSING>","408-848-1802","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","37.018961","-121.576937","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","278 Salinas, CA","111 B Abbott Street","Salinas","CA","93901","US","<MISSING>","831-751-6020","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","36.670434","-121.647336","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","279 San Carlos, CA","1021 Howard Ave. Suite A","San Carlos","CA","94070","US","<MISSING>","650-595-2210","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","37.500106","-122.248246","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","282 Carrollton, GA","110 Commercial Avenue","Carrollton","GA","30117","US","<MISSING>","770-832-9285","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.586467","-85.06137","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","285 Cumming, GA","306 Tribble Gap Road","Cumming","GA","30040","US","<MISSING>","770-844-0013","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.209618","-84.140038","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","286 Stockbridge, GA","7237-A Daniel Dr.","Stockbridge","GA","30281","US","<MISSING>","404-366-3400","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.559581","-84.263763","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","288 Marietta, GA","503 Commerce Park Drive SE, Suite G","Marietta","GA","30060","US","<MISSING>","770-421-2400","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.940132","-84.530083","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","293 Savannah, GA","3620 Ogeechee Road","Savannah","GA","31405","US","<MISSING>","912-447-1078","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","32.053816","-81.141952","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","295 Augusta, GA","1437 Reynolds Street","Augusta","GA","30901","US","<MISSING>","706-722-7222","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.48142","-81.979165","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 12:00pm"
"http://www.finishmaster.com","297 Birmingham, AL","3521 3rd Ave South","Birmingham","AL","35222","US","<MISSING>","205-788-4500","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.520428","-86.780655","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","298 Montgomery, AL","411-A Twain Curve","Montgomery","AL","36117","US","<MISSING>","334-273-8808","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","32.391968","-86.209876","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","302 Knoxville, TN","4501 Central Ave. Pike","Knoxville","TN","37912","US","<MISSING>","865-686-5802","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","36.005757","-83.963895","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","321 Stafford, VA","24 Enterprise Ct.103","Stafford","VA","22405","US","<MISSING>","540-657-8901","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.380472","-77.442042","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","322 Springfield, VA","5255 A Port Royal","Springfield","VA","22151","US","<MISSING>","703-289-1006","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.809589","-77.219551","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","324 Mobile, AL","3350 Halls Mill Rd","Mobile","Al","36606","US","<MISSING>","251-308-7101","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","30.6399429","-88.1182189","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","340 Sheridan, CO","3701 S. Santa Fe Dr.  Unit 1","Sheridan","CO","80110","US","<MISSING>","303-762-1606","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.649230","-105.003988","Mon-Fri: 7:30am - 5:00pm Sat: 8:00am - 12:00pm"
"http://www.finishmaster.com","360  South County, MO,","5807 Lemay Ferry Road","South County","MO","63129","US","<MISSING>","314-892-1445","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.476131","-90.356857","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","361 Belleville, IL,","4001 N. Belt West","Belleville","IL","62226","US","<MISSING>","618-277-1300","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.5419712","-90.0171727","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","362 St. Charles, MO,","2237 Old Hwy 94 South","St. Charles","MO","63303","US","<MISSING>","636-946-1661","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.7608953","-90.5382905","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","366 Jefferson City, MO","1501A Legion Lane","Jefferson City","MO","65101","US","<MISSING>","573-632-2075","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.5601502","-92.1890597","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","368 Mt. Vernon, IL,","218 East Main","Mt. Vernon","IL","62864","US","<MISSING>","618-244-2600","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.3183345","-88.8923691","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","369 Peoria, IL,","8206 N. University Street","Peoria","IL","61615","US","<MISSING>","309-691-7144","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","40.7859884","-89.6236169","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","370 Quincy, IL,","1028 Jersey","Quincy","IL","62301","US","<MISSING>","217-224-3920","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.93056","-91.3986914","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","371 Springfield, IL,","4285 Camp Butler Road","Springfield","IL","62707","US","<MISSING>","217-744-0401","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.831641","-89.5749059","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","372 Texarkana, TX,","622 Texas Blvd.","Texarkana","TX","75501","US","<MISSING>","903-832-7467","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.4247991","-94.0477792","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","373 Tyler, TX,","121 South Glenwood","Tyler","TX","75702","US","<MISSING>","903-593-8103","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","32.3500112","-95.3192566","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","374 Shreveport, LA,","433 W.67th Street","Shreveport","LA","71106","US","<MISSING>","318-219-8667","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","32.4445455","-93.764679","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","375 Los Angeles, CA","5470-78 W. Pico Blvd.","Los Angeles","CA","90019","US","<MISSING>","323-934-3177","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.0489904","-118.3576754","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","377 San Diego,CA","8605 Commerce Ave.","San Diego","CA","92121","US","<MISSING>","858-586-1200","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","32.8817299","-117.1677309","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","378 Riverside,CA","4024 Burgess Way","Riverside","CA","92501","US","<MISSING>","951-686-2700","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.01125","-117.365829","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","379 Santa Clara CA,","968 Rincon Cl","San Jose","CA","95131","US","<MISSING>","408-418-1210","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","37.398009","-121.9112617","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","381 Seattle, WA,","11548 Pinehurst Way NE","Seattle","WA","98125","US","<MISSING>","206-364-3850","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","47.7135537","-122.3133443","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","382 Everett, WA","5033 Claremont Way","Everett","WA","98203","US","<MISSING>","425-259-7217","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","47.950657","-122.212219","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","383 Tacoma, WA","133 S. 96th St","Tacoma","WA","98444","US","<MISSING>","253-301-0137","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","47.1700475","-122.4332384","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","384  San Antonio, Tx","2000 Broadway","San Antonio","TX","78215","US","<MISSING>","210-223-2695","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","29.4446481","-98.4779315","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","385 Austin, TX","8305 Springdale Rd","Austin","TX","78724","US","<MISSING>","512-420-9400","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","30.32762","-97.6571822","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","386 Waco, TX","216 Kelly St","Waco","TX","76710","US","<MISSING>","254-759-0123","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","31.520558","-97.1816136","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","390 Victoria, TX","702 King Arthur St","Victoria","TX","77904","US","<MISSING>","361-573-2459","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","28.8562659","-96.9961474","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","391 Houston, Tx","11610 Bammel North Houston Rd","Houston","TX","77066","US","<MISSING>","281-586-8088","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","29.9468138","-95.4979998","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","392 Beaverton, Or","5627 SW Arctic Drive, Bldg E","Beaverton","OR","97005","US","<MISSING>","971-213-1025","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","45.4794912","-122.778751","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","394 Nashville, TN","1100 Elm Hill Pike Suite 115","Nashville","TN","37210","US","<MISSING>","615-434-7024","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","36.144517","-86.733887","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","402 Columbus, OH","212 N. Grant Ave","Columbus","OH","43215","US","<MISSING>","614-228-4328","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.9677558","-82.991976","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","406 West Carrollton, OH","450 Fame Road","West Carrollton","OH","45449","US","<MISSING>","937-866-6766","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.6565734","-84.2392922","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","407 Springfield, OH","560 E. Main Street","Springfield","OH","45503","US","<MISSING>","937-324-4741","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.9240545","-83.801347","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","408 Lancaster, OH","279 Cedar Hill","Lancaster","OH","43130","US","<MISSING>","740-687-1420","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.713827","-82.6179277","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","410 South Plainfield, NJ","2208 Hamilton Blvd","South Plainfield","NJ","07080","US","<MISSING>","908-757-1205","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","40.5642171","-74.4178094","Mon-Fri: 7:30am - 4:30pm Sat: Closed"
"http://www.finishmaster.com","412 Salem, MA","45 Mason Street","Salem","MA","01970","US","<MISSING>","978-744-0911","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","42.5242409","-70.9044427","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 12:00pm"
"http://www.finishmaster.com","416 Sacramento, CA","1099 Vine Street Ste 206","Sacramento","CA","95811","US","<MISSING>","916-446-4531","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","38.5977796","-121.4836384","Mon-Fri: 7:00am - 4:00pm Sat: Closed"
"http://www.finishmaster.com","418 Oxnard, CA","1102 Industrial Ave","Oxnard","CA","93030","US","<MISSING>","805-487-2788","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.1898704","-119.172436","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 12:00 pm"
"http://www.finishmaster.com","419 Santa Barbara, CA","137 S. Quarantina Street","Santa Barbara","CA","93103","US","<MISSING>","805-560-0525","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.4178544","-119.6789487","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","420 San Luis Obispo, CA","277 Tank Farm Road","San Luis Obispo","CA","93401","US","<MISSING>","805-546-0494","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","35.2451163","-120.665149","Mon-Fri: 8:00am - 4:30pm Sat: Closed"
"http://www.finishmaster.com","421 Santa Ana, CA","2118 S. Main Street","Santa Ana","CA","92707","US","<MISSING>","949-642-8141","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.7190099","-117.8679807","Mon-Fri: 7:30am - 4:30pm Sat: Closed"
"http://www.finishmaster.com","423 Victorville, CA","15329 Tamarack Drive","Victorville","CA","92392","US","<MISSING>","760-962-0163","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.5009459","-117.3293016","Mon-Fri: 7:30am - 4:30pm Sat: Closed"
"http://www.finishmaster.com","424 Arcadia, CA","11650 Goldring Road","Arcadia","CA","91006","US","<MISSING>","626-289-5358","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.1012704","-118.0076637","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","427 Las Vegas, NV","4129 West Desert Inn Road","Las Vegas","NV","89102","US","<MISSING>","702-871-3711","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","36.1300171","-115.1957014","Mon-Fri: 8:00am - 5:00pm Sat: 9:00am - 12:00pm"
"http://www.finishmaster.com","428 Athens, GA","199 Ben Burton Cir","Bogart","GA","30622","US","<MISSING>","706-715-7057","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","33.9445897","-83.4779351","Mon-Fri: 8:00am - 5:00pm Sat: 8:00am - 5:00pm"
"http://www.finishmaster.com","429 Anchorage, AK","2375 E. 63rd Avenue","Anchorage","AK","99507","US","<MISSING>","907-562-6567","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","61.1642211","-149.8371498","Mon-Fri: 8:00am - 5:30pm Sat:"
"http://www.finishmaster.com","430 Fairbanks, AK","3501 Lathrop Street","Fairbanks","AK","99701","US","<MISSING>","907-456-8648","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","64.812975","-147.7430147","Mon-Fri: 8:00am - 5:30pm Sat:"
"http://www.finishmaster.com","431 Pacoima, CA","12882 Pierce Street","Pacoima","CA","91331","US","<MISSING>","818-834-2774","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","34.2671589","-118.4134417","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","432 Eugene, OR","1010 Tyinn St. Suite 7-9","Eugene","OR","97402","US","<MISSING>","458-210-3386","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","44.0492725","-123.1367527","Mon-Fri: 8:00am - 5:00pm Sat: Closed"
"http://www.finishmaster.com","950 Moorestown, NJ,","600 Glen Court","Moorestown","NJ","08057","US","<MISSING>","856-813-3018","FinishMaster | Automotive and Industrial Paint Refinishing Leaders","39.9637834","-74.9697248","Mon-Fri:  Sat:"
